samplename	family	nreads
ClaidentTutorial__Sample18__MiFish	26_Alepocephalidae	491
ClaidentTutorial__Sample18__MiFish	27_Cichlidae	979
ClaidentTutorial__Sample18__MiFish	28_Labridae	492
ClaidentTutorial__Sample18__MiFish	29_Cottidae	0
ClaidentTutorial__Sample18__MiFish	30_Rhombosoleidae	492
ClaidentTutorial__Sample18__MiFish	31_Doradidae	0
ClaidentTutorial__Sample18__MiFish	32_Apogonidae	492
ClaidentTutorial__Sample18__MiFish	33_Molidae	495
ClaidentTutorial__Sample18__MiFish	34_Holocentridae	496
ClaidentTutorial__Sample18__MiFish	35_Pomacanthidae	498
ClaidentTutorial__Sample18__MiFish	36_Zenionidae	493
ClaidentTutorial__Sample18__MiFish	37_Ariidae	487
ClaidentTutorial__Sample18__MiFish	38_Cyprinodontidae	490
ClaidentTutorial__Sample18__MiFish	39_Muraenidae	0
ClaidentTutorial__Sample18__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample18__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample18__MiFish	42_Channidae	492
ClaidentTutorial__Sample18__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample18__MiFish	44_Serranidae	0
ClaidentTutorial__Sample18__MiFish	45_Pegasidae	491
ClaidentTutorial__Sample18__MiFish	46_Sillaginidae	488
ClaidentTutorial__Sample18__MiFish	47_Alestidae	496
ClaidentTutorial__Sample18__MiFish	48_Scombridae	0
ClaidentTutorial__Sample18__MiFish	49_Albulidae	491
ClaidentTutorial__Sample18__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample18__MiFish	51_others	3432
ClaidentTutorial__Sample19__MiFish	01_Cyprinidae	1488
ClaidentTutorial__Sample19__MiFish	02_Engraulidae	982
ClaidentTutorial__Sample19__MiFish	03_Clupeidae	979
ClaidentTutorial__Sample19__MiFish	04_Gobiidae	493
ClaidentTutorial__Sample19__MiFish	05_Danionidae	988
ClaidentTutorial__Sample19__MiFish	06_Gobionidae	988
ClaidentTutorial__Sample19__MiFish	07_Acheilognathidae	492
ClaidentTutorial__Sample19__MiFish	08_Nemacheilidae	493
ClaidentTutorial__Sample19__MiFish	09_Nothobranchiidae	0
ClaidentTutorial__Sample19__MiFish	10_Siganidae	497
ClaidentTutorial__Sample19__MiFish	11_Poeciliidae	494
ClaidentTutorial__Sample19__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample19__MiFish	13_Leuciscidae	985
ClaidentTutorial__Sample19__MiFish	14_Osphronemidae	498
ClaidentTutorial__Sample19__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample19__MiFish	16_Umbridae	0
ClaidentTutorial__Sample19__MiFish	17_Tetraodontidae	492
ClaidentTutorial__Sample19__MiFish	18_Cobitidae	494
ClaidentTutorial__Sample19__MiFish	19_Notopteridae	0
ClaidentTutorial__Sample19__MiFish	20_Synodontidae	0
ClaidentTutorial__Sample19__MiFish	21_Soleidae	492
ClaidentTutorial__Sample19__MiFish	22_Sinipercidae	0
ClaidentTutorial__Sample19__MiFish	23_Nemipteridae	0
ClaidentTutorial__Sample19__MiFish	24_Centrarchidae	496
ClaidentTutorial__Sample19__MiFish	25_Eleginopidae	493
ClaidentTutorial__Sample19__MiFish	26_Alepocephalidae	491
ClaidentTutorial__Sample19__MiFish	27_Cichlidae	1473
ClaidentTutorial__Sample19__MiFish	28_Labridae	496
ClaidentTutorial__Sample19__MiFish	29_Cottidae	0
ClaidentTutorial__Sample19__MiFish	30_Rhombosoleidae	491
ClaidentTutorial__Sample19__MiFish	31_Doradidae	0
ClaidentTutorial__Sample19__MiFish	32_Apogonidae	0
ClaidentTutorial__Sample19__MiFish	33_Molidae	492
ClaidentTutorial__Sample19__MiFish	34_Holocentridae	495
ClaidentTutorial__Sample19__MiFish	35_Pomacanthidae	496
ClaidentTutorial__Sample19__MiFish	36_Zenionidae	489
ClaidentTutorial__Sample19__MiFish	37_Ariidae	491
ClaidentTutorial__Sample19__MiFish	38_Cyprinodontidae	498
ClaidentTutorial__Sample19__MiFish	39_Muraenidae	0
ClaidentTutorial__Sample19__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample19__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample19__MiFish	42_Channidae	493
ClaidentTutorial__Sample19__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample19__MiFish	44_Serranidae	0
ClaidentTutorial__Sample19__MiFish	45_Pegasidae	491
ClaidentTutorial__Sample19__MiFish	46_Sillaginidae	491
ClaidentTutorial__Sample19__MiFish	47_Alestidae	491
ClaidentTutorial__Sample19__MiFish	48_Scombridae	0
ClaidentTutorial__Sample19__MiFish	49_Albulidae	0
ClaidentTutorial__Sample19__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample19__MiFish	51_others	4925
ClaidentTutorial__Sample20__MiFish	01_Cyprinidae	1965
ClaidentTutorial__Sample20__MiFish	02_Engraulidae	985
ClaidentTutorial__Sample20__MiFish	03_Clupeidae	988
ClaidentTutorial__Sample20__MiFish	04_Gobiidae	988
ClaidentTutorial__Sample20__MiFish	05_Danionidae	490
ClaidentTutorial__Sample20__MiFish	06_Gobionidae	494
ClaidentTutorial__Sample20__MiFish	07_Acheilognathidae	491
ClaidentTutorial__Sample20__MiFish	08_Nemacheilidae	493
ClaidentTutorial__Sample20__MiFish	09_Nothobranchiidae	0
ClaidentTutorial__Sample20__MiFish	10_Siganidae	489
ClaidentTutorial__Sample20__MiFish	11_Poeciliidae	0
ClaidentTutorial__Sample20__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample20__MiFish	13_Leuciscidae	982
ClaidentTutorial__Sample20__MiFish	14_Osphronemidae	0
ClaidentTutorial__Sample20__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample20__MiFish	16_Umbridae	0
ClaidentTutorial__Sample20__MiFish	17_Tetraodontidae	492
ClaidentTutorial__Sample20__MiFish	18_Cobitidae	488
ClaidentTutorial__Sample20__MiFish	19_Notopteridae	0
ClaidentTutorial__Sample20__MiFish	20_Synodontidae	0
ClaidentTutorial__Sample20__MiFish	21_Soleidae	0
ClaidentTutorial__Sample20__MiFish	22_Sinipercidae	0
ClaidentTutorial__Sample20__MiFish	23_Nemipteridae	492
ClaidentTutorial__Sample20__MiFish	24_Centrarchidae	495
ClaidentTutorial__Sample20__MiFish	25_Eleginopidae	496
ClaidentTutorial__Sample20__MiFish	26_Alepocephalidae	494
ClaidentTutorial__Sample20__MiFish	27_Cichlidae	1471
ClaidentTutorial__Sample20__MiFish	28_Labridae	494
ClaidentTutorial__Sample20__MiFish	29_Cottidae	0
ClaidentTutorial__Sample20__MiFish	30_Rhombosoleidae	496
ClaidentTutorial__Sample20__MiFish	31_Doradidae	0
ClaidentTutorial__Sample20__MiFish	32_Apogonidae	0
ClaidentTutorial__Sample20__MiFish	33_Molidae	493
ClaidentTutorial__Sample20__MiFish	34_Holocentridae	491
ClaidentTutorial__Sample20__MiFish	35_Pomacanthidae	488
ClaidentTutorial__Sample20__MiFish	36_Zenionidae	496
ClaidentTutorial__Sample20__MiFish	37_Ariidae	496
ClaidentTutorial__Sample20__MiFish	38_Cyprinodontidae	0
ClaidentTutorial__Sample20__MiFish	39_Muraenidae	0
ClaidentTutorial__Sample20__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample20__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample20__MiFish	42_Channidae	495
ClaidentTutorial__Sample20__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample20__MiFish	44_Serranidae	0
ClaidentTutorial__Sample20__MiFish	45_Pegasidae	494
ClaidentTutorial__Sample20__MiFish	46_Sillaginidae	493
ClaidentTutorial__Sample20__MiFish	47_Alestidae	495
ClaidentTutorial__Sample20__MiFish	48_Scombridae	0
ClaidentTutorial__Sample20__MiFish	49_Albulidae	0
ClaidentTutorial__Sample20__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample20__MiFish	51_others	6406
